gid,funderid,fundername,awardid,value,popdate,fundagency,fundsubagency,fundoffice,psc,naics,ruei,rcage,rparuei
923,https://openalex.org/F4320321543,China Postdoctoral Science Foundation,BX2021234,,,,,,,,,,
926,https://openalex.org/F4320338281,Army Research Office,W911NF-18-1-0379,,,,,,,,,,
925,https://openalex.org/F4320321001,National Natural Science Foundation of China,51888103,,,,,,,,,,
880,https://openalex.org/F4320321001,National Natural Science Foundation of China,72171116,,,,,,,,,,
921,https://openalex.org/F4320332161,National Institutes of Health,R01AR076654,,,,,,,,,,
863,https://openalex.org/F4320306084,U.S. Department of Energy,F-2094,,,,,,,,,,
866,https://openalex.org/F4320336026,National Key Research and Development Program of China Stem Cell and Translational Research,2018YFA0305703,,,,,,,,,,
930,https://openalex.org/F4320306076,National Science Foundation,213194,,,,,,,,,,
7746,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2366,,,,,,,,,,
5261,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-14-1-0037,,,,,,,,,,
932,https://openalex.org/F4320337345,Office of Naval Research,ONR N00014-22-1-2655,,,,,,,,,,
2822,https://openalex.org/F4320337351,National Cancer Institute,P30DK034854,,,,,,,,,,
966,https://openalex.org/F4320332369,National Nuclear Security Administration,DE-NA0003921,,,,,,,,,,
982,https://openalex.org/F4320321001,National Natural Science Foundation of China,22376080,,,,,,,,,,
987,https://openalex.org/F4320321505,Generalitat de Catalunya,2021SGR00110,,,,,,,,,,
986,https://openalex.org/F4320321664,"Ministerio de Ciencia, Tecnología e Innovación Productiva",PID2023-149905NB-I00,,,,,,,,,,
952,https://openalex.org/F4320306151,Alfred P. Sloan Foundation,FG-2020-12845,,,,,,,,,,
984,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2465,,,,,,,,,,
942,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1-22-10031,,,,,,,,,,
944,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1-23-1-0001,,,,,,,,,,
961,https://openalex.org/F4320324856,Southeast University,2024FGC1008,,,,,,,,,,
973,https://openalex.org/F4320312585,Kentucky Agricultural Experiment Station,KY011038,,,,,,,,,,
940,https://openalex.org/F4320332161,National Institutes of Health,R35GM138201,,,,,,,,,,
933,https://openalex.org/F4320321001,National Natural Science Foundation of China,"12225204,11988102",,,,,,,,,,
929,https://openalex.org/F4320321001,National Natural Science Foundation of China,91752202,,,,,,,,,,
936,https://openalex.org/F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",CBET-1751487,,,,,,,,,,
938,https://openalex.org/F4320321001,National Natural Science Foundation of China,"11988102,12102168 and 12225204",,,,,,,,,,
981,https://openalex.org/F4320321001,National Natural Science Foundation of China,22306073,,,,,,,,,,
937,https://openalex.org/F4320324202,Guangdong Science and Technology Department,2023B1212060001 and 2020B1212030001,,,,,,,,,,
939,https://openalex.org/F4320326705,"Science, Technology and Innovation Commission of Shenzhen Municipality",KQTD20180411143441009,,,,,,,,,,
941,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1-21-1-0014,,,,,,,,,,
7747,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0381,,,,,,,,,,
943,https://openalex.org/F4320334977,Beijing Municipal Natural Science Foundation,JQ22017,,,,,,,,,,
945,https://openalex.org/F4320338335,H2020 European Research Council,GA 101125506,,,,,,,,,,
946,https://openalex.org/F4320321001,National Natural Science Foundation of China,21875148,,,,,,,,,,
953,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0451,,,,,,,,,,
948,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0320,,,,,,,,,,
1296,https://openalex.org/F4320337393,Division of Chemistry,CHE-2304946,,,,,,,,,,
934,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2102,,,,,,,,,,
928,https://openalex.org/F4320337506,Advanced Scientific Computing Research,17-SC-20-SC,,,,,,,,,,
950,https://openalex.org/F4320322725,China Scholarship Council,201906240142,,,,,,,,,,
954,https://openalex.org/F4320337393,Division of Chemistry,CHE-2101988,,,,,,,,,,
955,https://openalex.org/F4320337367,Division of Materials Research,DMR-1848215,,,,,,,,,,
956,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-22-1-0317,,,,,,,,,,
957,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-17-1-0094,,,,,,,,,,
958,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0369,,,,,,,,,,
959,https://openalex.org/F4320337531,"Defense Sciences Office, DARPA",D15AP00107,,,,,,,,,,
964,https://openalex.org/F4320306076,National Science Foundation,20-508484,,,,,,,,,,
967,https://openalex.org/F4320337367,Division of Materials Research,DMR-2305731,,,,,,,,,,
960,https://openalex.org/F4320326705,"Science, Technology and Innovation Commission of Shenzhen Municipality",ZDSYS20230626091100001,,,,,,,,,,
963,https://openalex.org/F4320319665,U.S. Coastal Research Program,OCE-1924005,,,,,,,,,,
969,https://openalex.org/F4320321001,National Natural Science Foundation of China,51872028,,,,,,,,,,
927,https://openalex.org/F4320320879,Deutsche Forschungsgemeinschaft,VO2413/2-1,,,,,,,,,,
974,https://openalex.org/F4320338281,Army Research Office,W911NF-14-1-0471,,,,,,,,,,
977,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH-22-1-0471,,,,,,,,,,
970,https://openalex.org/F4320321001,National Natural Science Foundation of China,51832010,,,,,,,,,,
971,https://openalex.org/F4320321001,National Natural Science Foundation of China,32171984,,,,,,,,,,
978,https://openalex.org/F4320338279,Air Force Office of Scientific Research,AFOSR FA9550-18-1-0321,,,,,,,,,,
979,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC0019409,,,,,,,,,,
976,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH-22-1-0470,,,,,,,,,,
975,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC22K1167,,,,,,,,,,
972,https://openalex.org/F4320338281,Army Research Office,W911NF1910222,,,,,,,,,,
983,https://openalex.org/F4320337345,Office of Naval Research,N00014-16-1-2357,,,,,,,,,,
988,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH-15-1-0333,,,,,,,,,,
949,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2116,,,,,,,,,,
989,https://openalex.org/F4320306085,U.S. Department of Health and Human Services,R43IP001233,,,,,,,,,,
985,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-23-1-0137,,,,,,,,,,
947,https://openalex.org/F4320321001,National Natural Science Foundation of China,22209169,,,,,,,,,,
951,https://openalex.org/F4320321001,National Natural Science Foundation of China,22075187,,,,,,,,,,
962,https://openalex.org/F4320322769,Natural Science Foundation of Jiangsu Province,BK20230806,,,,,,,,,,
1042,https://openalex.org/F4320332172,Directorate for Mathematical and Physical Sciences,1945364,,,,,,,,,,
997,https://openalex.org/F4320338281,Army Research Office,W911NF-18-1-04310432,,,,,,,,,,
1025,https://openalex.org/F4320321001,National Natural Science Foundation of China,52272038,,,,,,,,,,
1048,https://openalex.org/F4320308349,Massachusetts General Hospital,Fund for medical discovery fellowship,,,,,,,,,,
1035,https://openalex.org/F4320337111,Basic and Applied Basic Research Foundation of Guangdong Province,2022A1515012643,,,,,,,,,,
1029,https://openalex.org/F4320336652,Science and Technology Innovation Plan Of Shanghai Science and Technology Commission,21JC1406100,,,,,,,,,,
1016,https://openalex.org/F4320321001,National Natural Science Foundation of China,12274050,,,,,,,,,,
1031,https://openalex.org/F4320335777,National Key Research and Development Program of China,2022YFA1405100,,,,,,,,,,
1038,https://openalex.org/F4320321001,National Natural Science Foundation of China,12104518,,,,,,,,,,
999,https://openalex.org/F4320306076,National Science Foundation,DMR-2011839,,,,,,,,,,
1046,https://openalex.org/F4320338281,Army Research Office,W911NF-23-2-0121,,,,,,,,,,
1033,https://openalex.org/F4320321001,National Natural Science Foundation of China,12174405,,,,,,,,,,
7748,https://openalex.org/F4320333449,Strategic Environmental Research and Development Program,RC22-3278,,,,,,,,,,
1010,https://openalex.org/F4320322930,Ministerio de Ciencia e Innovación,PGC2018-096955-B-C41,,,,,,,,,,
1034,https://openalex.org/F4320338281,Army Research Office,W911NF2010108,,,,,,,,,,
1030,https://openalex.org/F4320332587,Natural Science Foundation of Ningbo,2023J047,,,,,,,,,,
1036,https://openalex.org/F4320321001,National Natural Science Foundation of China,92165204,,,,,,,,,,
994,https://openalex.org/F4320337367,Division of Materials Research,1848141,,,,,,,,,,
1040,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-21-1-0343,,,,,,,,,,
1000,https://openalex.org/F4320306076,National Science Foundation,DMR-1720595,,,,,,,,,,
992,https://openalex.org/F4320306078,U.S. Department of Defense,W911NF2310232,,,,,,,,,,
993,https://openalex.org/F4320337377,Office of Advanced Cyberinfrastructure,OAC-2117956,,,,,,,,,,
5224,https://openalex.org/F4320337367,Division of Materials Research,DMR-1420620,,,,,,,,,,
1032,https://openalex.org/F4320338110,Science and Technology Department of Zhejiang Province,2022C01053,,,,,,,,,,
5262,https://openalex.org/F4320306076,National Science Foundation,ECCS 2011171,,,,,,,,,,
1045,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,R01EB033155,,,,,,,,,,
1013,https://openalex.org/F4320335787,Fundamental Research Funds for the Central Universities,2021FZZX003-02-03,,,,,,,,,,
998,https://openalex.org/F4320306196,Welch Foundation,F-1464,,,,,,,,,,
1001,https://openalex.org/F4320337392,"Division of Electrical, Communications and Cyber Systems",ECCS-2001650,,,,,,,,,,
1003,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0072,,,,,,,,,,
1002,https://openalex.org/F4320334779,Fundação para a Ciência e a Tecnologia,LOA 028 Zheng,,,,,,,,,,
1012,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC-0012375,,,,,,,,,,
1004,https://openalex.org/F4320335777,National Key Research and Development Program of China,2021YFB2801300,,,,,,,,,,
991,https://openalex.org/F4320337354,National Institute of General Medical Sciences,R43GM151884,,,,,,,,,,
1017,https://openalex.org/F4320321001,National Natural Science Foundation of China,91961204,,,,,,,,,,
1018,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC0017632,,,,,,,,,,
1019,https://openalex.org/F4320337395,Division of Emerging Frontiers in Research and Innovation,EFMA-1741673,,,,,,,,,,
1020,https://openalex.org/F4320335787,Fundamental Research Funds for the Central Universities,DUT22LAB104,,,,,,,,,,
1044,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC0019345,,,,,,,,,,
1006,https://openalex.org/F4320337367,Division of Materials Research,NSF-2003509,,,,,,,,,,
868,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-15-1-0236,,,,,,,,,,
990,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,R21EB026564,,,,,,,,,,
1049,https://openalex.org/F4320306078,U.S. Department of Defense,N00014-20-1C2834,,,,,,,,,,
591,https://openalex.org/F4320321885,Science and Technology Commission of Shanghai Municipality,23ZR1465800,,,,,,,,,,
1014,https://openalex.org/F4320321001,National Natural Science Foundation of China,11874097,,,,,,,,,,
1026,https://openalex.org/F4320321001,National Natural Science Foundation of China,62192770,,,,,,,,,,
1028,https://openalex.org/F4320321001,National Natural Science Foundation of China,62192772,,,,,,,,,,
1039,https://openalex.org/F4320306196,Welch Foundation,C-2175,,,,,,,,,,
1007,https://openalex.org/F4320338281,Army Research Office,W911NF-21-2-0162,,,,,,,,,,
1041,https://openalex.org/F4320332359,Office of Science,DE-AC05-00OR22725,,,,,,,,,,
1037,https://openalex.org/F4320306202,Gordon and Betty Moore Foundation,GBMF9470,,,,,,,,,,
1008,https://openalex.org/F4320322930,Ministerio de Ciencia e Innovación,FPU18/04661,,,,,,,,,,
1009,https://openalex.org/F4320321001,National Natural Science Foundation of China,92166104,,,,,,,,,,
1047,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,R01EB034687,,,,,,,,,,
2823,https://openalex.org/F4320321001,National Natural Science Foundation of China,82203302,,,,,,,,,,
1022,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2011,,,,,,,,,,
1027,https://openalex.org/F4320331092,"Major Projects of Special Development Funds in Zhangjiang National Independent Innovation Demonstration Zone, Shanghai",ZJ2021-ZD-008,,,,,,,,,,
1023,https://openalex.org/F4320321001,National Natural Science Foundation of China,62205248,,,,,,,,,,
1024,https://openalex.org/F4320321001,National Natural Science Foundation of China,61621001,,,,,,,,,,
1015,https://openalex.org/F4320321001,National Natural Science Foundation of China,12304210,,,,,,,,,,
1076,https://openalex.org/F4320306078,U.S. Department of Defense,N00014-20-1-2834,,,,,,,,,,
1064,https://openalex.org/F4320326914,State Key Laboratory of Pulp and Paper Engineering,202303,,,,,,,,,,
1063,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2418,,,,,,,,,,
1097,https://openalex.org/F4320321471,Hunan Provincial Science and Technology Department,2020RC4047,,,,,,,,,,
1088,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-25-1-0008,,,,,,,,,,
1069,https://openalex.org/F4320322725,China Scholarship Council,202107990007,,,,,,,,,,
1065,https://openalex.org/F4320337480,Basic Energy Sciences,DE-FG02-03ER15457,,,,,,,,,,
1089,https://openalex.org/F4320321001,National Natural Science Foundation of China,62374008,,,,,,,,,,
1066,https://openalex.org/F4320330743,Guangzhou Municipal Science and Technology Bureau,2024A04J3650,,,,,,,,,,
1099,https://openalex.org/F4320321001,National Natural Science Foundation of China,11935006,,,,,,,,,,
2825,https://openalex.org/F4320321001,National Natural Science Foundation of China,82271715,,,,,,,,,,
5263,https://openalex.org/F4320337345,Office of Naval Research,N00014-18-1-2347,,,,,,,,,,
1050,https://openalex.org/F4320336567,Natural Science Basic Research Program of Shaanxi Province,2023-JC-YB-017,,,,,,,,,,
1095,https://openalex.org/F4320337345,Office of Naval Research,N62909-23-1-2074,,,,,,,,,,
1055,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-23-1-0325,,,,,,,,,,
1053,https://openalex.org/F4320321169,Xi’an Jiaotong University,WL6J004,,,,,,,,,,
1101,https://openalex.org/F4320330206,Science and Technology Program of Hunan Province,2022RC1203,,,,,,,,,,
1086,https://openalex.org/F4320333591,Multidisciplinary University Research Initiative,FA9550-23-1-0281,,,,,,,,,,
1061,https://openalex.org/F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",2140472,,,,,,,,,,
1093,https://openalex.org/F4320321001,National Natural Science Foundation of China,12421005,,,,,,,,,,
1059,https://openalex.org/F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation",2041505,,,,,,,,,,
1077,https://openalex.org/F4320322511,Narodowe Centrum Nauki,W911NF-21-1-0113,,,,,,,,,,
1054,https://openalex.org/F4320338483,Division of Materials Sciences and Engineering,DE-SC0005245,,,,,,,,,,
1102,https://openalex.org/F4320322511,Narodowe Centrum Nauki,DEC-2019/34/A/ST2/00081,,,,,,,,,,
1051,https://openalex.org/F4320321001,National Natural Science Foundation of China,12374092,,,,,,,,,,
1060,https://openalex.org/F4320337345,Office of Naval Research,N00014-22-1-2406S,,,,,,,,,,
1074,https://openalex.org/F4320325365,University of Science and Technology Beijing,FRF-BR-23-01B,,,,,,,,,,
1056,https://openalex.org/F4320332359,Office of Science,DE-SC0023148,,,,,,,,,,
1057,https://openalex.org/F4320337345,Office of Naval Research,N0014-19-1-2340,,,,,,,,,,
2824,https://openalex.org/F4320321001,National Natural Science Foundation of China,81971406,,,,,,,,,,
1100,https://openalex.org/F4320321001,National Natural Science Foundation of China,12064010,,,,,,,,,,
